"rt","key_press","correct","coherent_movement_direction","coherent_orientation","task_type","task_transition","congruency"
"183","j","true","180","0","or","null","incongruent"
"189","f","true","0","180","or","repetition","incongruent"
"262","f","true","180","180","or","repetition","congruent"
"426","f","true","180","180","or","repetition","congruent"
"475","j","false","180","180","mov","switch","congruent"
"666","j","false","0","180","or","switch","incongruent"
"307","f","true","180","0","mov","switch","incongruent"
"264","j","true","0","0","or","switch","congruent"
"557","f","true","180","180","mov","switch","congruent"
"458","j","true","0","0","mov","repetition","congruent"
"610","f","true","180","180","mov","repetition","congruent"
"1061","j","true","0","0","or","switch","congruent"
"1326","j","true","180","0","or","repetition","incongruent"
"486","f","false","0","180","mov","switch","incongruent"
"502","f","false","0","180","mov","repetition","incongruent"
"526","j","true","0","0","or","switch","congruent"
"779","f","false","0","0","mov","switch","congruent"
"697","j","true","180","0","or","switch","incongruent"
"460","j","true","0","0","mov","switch","congruent"
"1729","f","false","0","180","mov","repetition","incongruent"
"492","f","false","0","0","mov","repetition","congruent"
"674","f","false","180","0","or","switch","incongruent"
"693","j","true","0","180","mov","switch","incongruent"
"480","f","false","180","0","or","switch","incongruent"
"469","j","true","0","0","or","repetition","congruent"
"424","f","true","180","180","or","repetition","congruent"
"535","j","true","0","180","mov","switch","incongruent"
"488","f","true","180","180","mov","repetition","congruent"
"860","j","true","0","180","mov","repetition","incongruent"
"1195","f","false","0","0","or","switch","congruent"
"-1","","false","180","0","mov","switch","incongruent"
"390","f","false","0","0","or","switch","congruent"
"596","f","true","180","180","or","repetition","congruent"
"693","j","true","180","0","or","repetition","incongruent"
"737","f","false","0","180","mov","switch","incongruent"
"873","f","true","180","180","or","switch","congruent"
"846","f","true","180","180","mov","switch","congruent"
"1099","j","true","180","0","or","switch","incongruent"
"1397","f","false","0","0","or","repetition","congruent"
"833","j","false","0","180","or","repetition","incongruent"
"1413","f","false","0","0","mov","switch","congruent"
"653","j","true","0","0","or","switch","congruent"
"953","f","false","180","0","or","repetition","incongruent"
"1528","j","true","0","0","mov","switch","congruent"
"832","j","true","0","0","or","switch","congruent"
"904","j","true","0","0","or","repetition","congruent"
"658","f","true","180","0","mov","switch","incongruent"
"826","f","false","180","0","or","switch","incongruent"
"731","j","false","0","180","or","repetition","incongruent"
"791","f","true","180","180","mov","switch","congruent"
"804","f","true","180","180","or","switch","congruent"
"1038","f","true","180","180","or","repetition","congruent"
"1052","f","true","180","180","or","repetition","congruent"
"-1","","false","180","180","mov","switch","congruent"
"-1","","false","180","0","mov","repetition","incongruent"
"653","j","true","0","0","or","switch","congruent"
"838","j","false","0","180","or","repetition","incongruent"
"908","f","false","0","180","mov","switch","incongruent"
"987","j","true","0","180","mov","repetition","incongruent"
"898","j","true","0","180","mov","repetition","incongruent"
"980","f","true","180","180","mov","repetition","congruent"
"836","f","true","180","180","or","switch","congruent"
"881","f","true","180","180","or","repetition","congruent"
"620","j","false","0","180","or","repetition","incongruent"
"529","f","true","180","0","mov","switch","incongruent"
"514","j","false","0","180","or","switch","incongruent"
"829","j","true","0","0","mov","switch","congruent"
"1048","j","true","0","180","mov","repetition","incongruent"
"864","f","true","180","180","mov","repetition","congruent"
"-1","","false","180","180","mov","repetition","congruent"
"491","j","true","0","0","mov","repetition","congruent"
"506","f","true","180","0","mov","repetition","incongruent"
"545","j","true","0","0","mov","repetition","congruent"
"637","j","false","0","180","or","switch","incongruent"
"753","j","false","0","180","or","repetition","incongruent"
"665","f","true","180","180","or","repetition","congruent"
"896","j","false","0","180","or","repetition","incongruent"
"642","f","false","180","0","or","repetition","incongruent"
"641","j","true","0","0","mov","switch","congruent"
"-1","","false","180","0","mov","repetition","incongruent"
"1105","f","false","180","0","or","switch","incongruent"
"755","f","true","180","0","mov","switch","incongruent"
"479","j","true","0","0","mov","repetition","congruent"
"1376","j","false","180","0","mov","repetition","incongruent"
"1244","j","true","0","180","mov","repetition","incongruent"
"752","f","true","180","180","or","switch","congruent"
"483","j","false","0","180","or","repetition","incongruent"
"1171","j","true","0","0","mov","switch","congruent"
"698","j","true","0","0","or","switch","congruent"
"811","j","false","0","180","or","repetition","incongruent"
"1089","f","true","180","180","mov","switch","congruent"
"1670","j","true","180","0","or","switch","incongruent"
"1466","f","true","180","0","mov","switch","incongruent"
"1297","f","true","180","0","mov","repetition","incongruent"
"438","f","true","180","180","mov","repetition","congruent"
"241","j","false","180","0","mov","repetition","incongruent"
