"rt","key_press","correct","coherent_movement_direction","coherent_orientation","task_type","task_transition","congruency"
"1053","j","true","180","0","or","null","incongruent"
"1255","j","false","0","180","or","repetition","incongruent"
"1397","j","true","180","0","or","repetition","incongruent"
"1287","j","true","180","0","or","repetition","incongruent"
"-1","","false","0","180","or","repetition","incongruent"
"837","j","true","0","0","mov","switch","congruent"
"1134","j","false","0","180","or","switch","incongruent"
"1129","j","true","180","0","or","repetition","incongruent"
"1012","f","true","180","0","mov","switch","incongruent"
"821","j","true","0","0","or","switch","congruent"
"963","j","true","0","0","or","repetition","congruent"
"1061","f","true","180","180","or","repetition","congruent"
"943","f","true","180","180","or","repetition","congruent"
"1122","f","true","0","180","or","repetition","incongruent"
"943","f","true","180","0","mov","switch","incongruent"
"848","j","false","0","180","or","switch","incongruent"
"1091","f","true","180","180","mov","switch","congruent"
"1396","j","true","0","180","mov","repetition","incongruent"
"-1","","false","180","180","mov","repetition","congruent"
"1038","f","true","180","180","mov","repetition","congruent"
"1222","f","true","180","180","or","switch","congruent"
"1126","f","true","0","180","or","repetition","incongruent"
"1938","f","true","180","0","mov","switch","incongruent"
"985","f","true","180","180","or","switch","congruent"
"1030","f","true","180","0","mov","switch","incongruent"
"1055","f","true","180","180","mov","repetition","congruent"
"1159","f","true","180","180","or","switch","congruent"
"1104","j","true","180","0","or","repetition","incongruent"
"851","j","true","0","180","mov","switch","incongruent"
"780","f","true","180","0","mov","repetition","incongruent"
"837","f","true","180","180","or","switch","congruent"
"1478","f","true","180","0","mov","switch","incongruent"
"828","j","true","0","180","mov","repetition","incongruent"
"1586","f","true","180","180","or","switch","congruent"
"1569","j","true","180","0","or","repetition","incongruent"
"-1","","false","0","180","or","repetition","incongruent"
"1254","j","true","0","0","mov","switch","congruent"
"1961","f","false","180","0","or","switch","incongruent"
"1293","f","true","180","180","or","repetition","congruent"
"1649","j","true","0","0","or","repetition","congruent"
"1480","j","true","0","0","or","repetition","congruent"
"991","j","true","0","180","mov","switch","incongruent"
"-1","","false","0","0","or","switch","congruent"
"1764","f","true","0","180","or","repetition","incongruent"
"-1","","false","0","180","or","repetition","incongruent"
"1115","j","true","0","180","mov","switch","incongruent"
"1757","j","true","180","0","or","switch","incongruent"
"1187","f","true","180","180","mov","switch","congruent"
"1345","f","true","180","0","mov","repetition","incongruent"
"998","j","true","0","180","mov","repetition","incongruent"
"1442","j","true","180","0","or","switch","incongruent"
"1075","j","true","0","0","or","repetition","congruent"
"790","f","true","180","180","mov","switch","congruent"
"1585","f","true","180","180","or","switch","congruent"
"917","f","true","180","180","mov","switch","congruent"
"960","j","true","0","0","mov","repetition","congruent"
"1287","j","true","180","0","or","switch","incongruent"
"829","j","true","0","180","mov","switch","incongruent"
"825","f","true","180","180","or","switch","congruent"
"637","j","true","0","0","mov","switch","congruent"
"725","f","true","180","0","mov","repetition","incongruent"
"590","j","true","0","0","mov","repetition","congruent"
"697","j","true","0","180","mov","repetition","incongruent"
"1113","f","false","0","0","or","switch","congruent"
"687","j","true","0","0","mov","switch","congruent"
"697","j","true","0","0","mov","repetition","congruent"
"632","j","true","0","0","mov","repetition","congruent"
"694","j","true","0","0","mov","repetition","congruent"
"647","f","true","0","180","or","switch","incongruent"
"1813","j","true","180","0","or","repetition","incongruent"
"1646","j","true","0","0","mov","switch","congruent"
"1028","f","true","180","0","mov","repetition","incongruent"
"817","j","true","0","0","mov","repetition","congruent"
"1277","j","true","0","0","or","switch","congruent"
"833","f","true","180","180","or","repetition","congruent"
"983","j","true","180","0","or","repetition","incongruent"
"1083","f","false","0","180","mov","switch","incongruent"
"1124","j","true","0","0","or","switch","congruent"
"1108","f","true","180","0","mov","switch","incongruent"
"1223","f","true","0","180","or","switch","incongruent"
"1770","f","false","0","180","mov","switch","incongruent"
"1236","f","false","0","0","or","switch","congruent"
"908","f","true","180","180","mov","switch","congruent"
"1107","f","true","180","180","mov","repetition","congruent"
"957","f","true","180","0","mov","repetition","incongruent"
"1324","f","true","180","0","mov","repetition","incongruent"
"1199","f","true","180","180","mov","repetition","congruent"
"1223","f","true","180","180","mov","repetition","congruent"
"957","j","true","0","180","mov","repetition","incongruent"
"1373","f","true","180","180","or","switch","congruent"
"1826","f","true","0","180","or","repetition","incongruent"
"1161","f","true","180","180","mov","switch","congruent"
"-1","","false","0","0","or","switch","congruent"
"1365","j","true","0","0","or","repetition","congruent"
"1148","j","true","0","180","mov","switch","incongruent"
"745","j","true","0","0","mov","repetition","congruent"
