"rt","key_press","correct","coherent_movement_direction","coherent_orientation","task_type","task_transition","congruency"
"722","j","true","0","180","mov","null","incongruent"
"882","j","true","0","0","mov","repetition","congruent"
"934","j","true","0","0","mov","repetition","congruent"
"1290","j","true","0","180","mov","repetition","incongruent"
"1271","f","true","0","180","or","switch","incongruent"
"1073","f","true","0","180","or","repetition","incongruent"
"1104","j","true","0","0","or","repetition","congruent"
"712","f","true","180","180","mov","switch","congruent"
"662","j","true","0","180","mov","repetition","incongruent"
"1146","f","false","0","0","or","switch","congruent"
"873","f","true","0","180","or","repetition","incongruent"
"725","j","true","0","0","mov","switch","congruent"
"1032","j","true","180","0","or","switch","incongruent"
"1036","f","false","0","180","mov","switch","incongruent"
"1114","j","true","0","0","mov","repetition","congruent"
"1473","f","true","180","0","mov","repetition","incongruent"
"1128","f","true","180","0","mov","repetition","incongruent"
"1216","f","true","180","180","or","switch","congruent"
"739","j","true","0","180","mov","switch","incongruent"
"950","f","false","180","0","or","switch","incongruent"
"1070","j","true","180","0","or","repetition","incongruent"
"1204","f","true","180","180","or","repetition","congruent"
"872","f","true","180","0","mov","switch","incongruent"
"1082","j","true","180","0","or","switch","incongruent"
"960","f","true","180","180","or","repetition","congruent"
"1054","f","true","180","180","or","repetition","congruent"
"891","j","true","0","0","or","repetition","congruent"
"861","f","true","180","180","mov","switch","congruent"
"861","f","true","180","180","or","switch","congruent"
"1036","f","true","0","180","or","repetition","incongruent"
"1230","f","true","180","180","mov","switch","congruent"
"837","f","true","180","180","or","switch","congruent"
"866","j","true","0","0","mov","switch","congruent"
"1104","f","true","180","180","mov","repetition","congruent"
"679","f","true","180","180","mov","repetition","congruent"
"899","j","false","180","0","mov","repetition","incongruent"
"1417","j","true","0","0","or","switch","congruent"
"1596","j","true","180","0","or","repetition","incongruent"
"1057","f","true","0","180","or","repetition","incongruent"
"-1","","false","0","0","or","repetition","congruent"
"1321","j","true","0","180","mov","switch","incongruent"
"695","j","true","0","180","mov","repetition","incongruent"
"665","f","true","180","0","mov","repetition","incongruent"
"855","j","true","0","0","mov","repetition","congruent"
"778","j","true","0","0","or","switch","congruent"
"732","f","true","0","180","or","repetition","incongruent"
"928","f","false","180","0","or","repetition","incongruent"
"913","j","true","180","0","or","repetition","incongruent"
"673","j","true","0","180","mov","switch","incongruent"
"778","f","true","0","180","or","switch","incongruent"
"852","j","true","0","0","or","repetition","congruent"
"1059","f","true","180","180","or","repetition","congruent"
"1300","f","true","180","0","mov","switch","incongruent"
"788","j","true","0","0","mov","repetition","congruent"
"1126","j","true","0","0","mov","repetition","congruent"
"1182","j","true","180","0","or","switch","incongruent"
"1031","j","true","0","0","mov","switch","congruent"
"1174","j","false","0","180","or","switch","incongruent"
"1074","j","true","180","0","or","repetition","incongruent"
"899","f","true","0","180","or","repetition","incongruent"
"725","f","true","180","0","mov","switch","incongruent"
"863","f","true","180","0","mov","repetition","incongruent"
"939","j","true","0","180","mov","repetition","incongruent"
"1887","f","true","180","0","mov","repetition","incongruent"
"1421","f","true","0","180","or","switch","incongruent"
"908","j","true","0","180","mov","switch","incongruent"
"1482","f","true","180","180","or","switch","congruent"
"1259","j","true","0","0","or","repetition","congruent"
"1383","j","true","0","0","mov","switch","congruent"
"861","f","true","0","180","or","switch","incongruent"
"1010","j","true","0","180","mov","switch","incongruent"
"865","j","true","180","0","or","switch","incongruent"
"977","f","true","180","180","mov","switch","congruent"
"-1","","false","180","180","or","switch","congruent"
"892","f","true","180","0","mov","switch","incongruent"
"899","j","true","0","0","or","switch","congruent"
"654","f","true","180","180","mov","switch","congruent"
"1062","j","true","0","0","or","switch","congruent"
"954","j","true","180","0","or","repetition","incongruent"
"1447","j","true","180","0","or","repetition","incongruent"
"847","f","true","180","0","mov","switch","incongruent"
"1264","j","true","0","0","or","switch","congruent"
"1336","f","true","180","180","or","repetition","congruent"
"792","f","true","180","0","mov","switch","incongruent"
"1555","j","true","0","0","mov","repetition","congruent"
"933","f","true","180","180","mov","repetition","congruent"
"907","f","true","180","180","mov","repetition","congruent"
"940","f","true","180","180","mov","repetition","congruent"
"1144","j","true","0","0","or","switch","congruent"
"984","f","true","180","180","or","repetition","congruent"
"869","j","true","0","180","mov","switch","incongruent"
"994","j","true","0","0","mov","repetition","congruent"
"981","f","true","180","180","or","switch","congruent"
"770","f","true","180","180","mov","switch","congruent"
"879","f","true","180","180","mov","repetition","congruent"
"1261","f","true","0","180","or","switch","incongruent"
