"rt","key_press","correct","coherent_movement_direction","coherent_orientation","task_type","task_transition","congruency"
"1253","j","false","180","0","mov","null","incongruent"
"682","j","false","180","180","or","switch","congruent"
"1285","j","true","180","0","or","repetition","incongruent"
"667","f","true","0","180","or","repetition","incongruent"
"713","f","false","0","0","mov","switch","congruent"
"645","f","true","0","180","or","switch","incongruent"
"640","f","false","0","0","or","repetition","congruent"
"680","j","false","180","180","mov","switch","congruent"
"593","j","false","180","180","or","switch","congruent"
"697","j","false","180","180","or","repetition","congruent"
"701","f","false","0","0","mov","switch","congruent"
"665","f","false","0","0","mov","repetition","congruent"
"727","j","false","180","0","mov","repetition","incongruent"
"725","j","false","180","180","mov","repetition","congruent"
"774","f","true","0","180","or","switch","incongruent"
"666","f","false","0","0","mov","switch","congruent"
"716","j","false","180","180","mov","repetition","congruent"
"944","j","false","180","180","or","switch","congruent"
"700","f","false","0","0","mov","switch","congruent"
"865","f","true","180","0","mov","repetition","incongruent"
"905","f","false","0","180","mov","repetition","incongruent"
"1166","f","true","180","0","mov","repetition","incongruent"
"744","f","false","0","0","or","switch","congruent"
"889","f","false","0","180","mov","switch","incongruent"
"766","f","false","0","0","mov","repetition","congruent"
"1359","f","false","0","0","or","switch","congruent"
"773","f","false","0","0","mov","switch","congruent"
"696","f","false","0","180","mov","repetition","incongruent"
"662","j","true","180","0","or","switch","incongruent"
"656","f","false","0","0","mov","switch","congruent"
"-1","","false","180","180","or","switch","congruent"
"716","j","true","0","180","mov","switch","incongruent"
"845","j","false","180","0","mov","repetition","incongruent"
"694","f","false","0","0","or","switch","congruent"
"563","f","false","0","0","mov","switch","congruent"
"657","j","false","180","180","mov","repetition","congruent"
"560","j","false","180","180","or","switch","congruent"
"746","j","false","180","0","mov","switch","incongruent"
"593","f","false","0","0","or","switch","congruent"
"961","j","false","180","0","mov","switch","incongruent"
"514","j","false","180","180","mov","repetition","congruent"
"707","f","true","0","180","or","switch","incongruent"
"465","j","true","0","0","or","repetition","congruent"
"725","j","true","180","0","or","repetition","incongruent"
"571","j","false","180","180","or","repetition","congruent"
"618","f","false","0","0","or","repetition","congruent"
"960","j","false","180","180","mov","switch","congruent"
"589","j","true","180","0","or","switch","incongruent"
"784","f","false","0","0","or","repetition","congruent"
"316","j","false","0","180","or","repetition","incongruent"
"662","j","false","180","180","or","repetition","congruent"
"596","j","true","180","0","or","repetition","incongruent"
"697","j","false","180","0","mov","switch","incongruent"
"622","j","true","180","0","or","switch","incongruent"
"617","j","true","180","0","or","repetition","incongruent"
"571","j","false","180","180","or","repetition","congruent"
"527","f","false","0","0","mov","switch","congruent"
"615","j","false","180","0","mov","repetition","incongruent"
"649","j","false","180","180","or","switch","congruent"
"632","f","false","0","180","mov","switch","incongruent"
"670","f","false","0","180","mov","repetition","incongruent"
"575","f","true","0","180","or","switch","incongruent"
"1118","f","false","0","0","or","repetition","congruent"
"491","j","false","180","180","or","repetition","congruent"
"591","j","false","180","180","or","repetition","congruent"
"601","f","false","0","0","mov","switch","congruent"
"1521","j","false","0","180","or","switch","incongruent"
"629","f","false","0","180","mov","switch","incongruent"
"863","j","false","180","180","mov","repetition","congruent"
"763","j","false","180","180","mov","repetition","congruent"
"774","j","false","180","0","mov","repetition","incongruent"
"694","j","true","180","0","or","switch","incongruent"
"646","j","false","180","0","mov","switch","incongruent"
"310","j","false","180","180","mov","repetition","congruent"
"280","j","true","0","180","mov","repetition","incongruent"
"934","j","true","0","180","mov","repetition","incongruent"
"831","j","true","0","0","or","switch","congruent"
"586","j","false","0","180","or","repetition","incongruent"
"398","j","true","0","180","mov","switch","incongruent"
"899","j","true","180","0","or","switch","incongruent"
"1259","j","true","0","180","mov","switch","incongruent"
"794","f","true","180","180","mov","repetition","congruent"
"822","j","true","180","0","or","switch","incongruent"
"1078","j","true","0","0","or","repetition","congruent"
"1258","f","true","0","180","or","repetition","incongruent"
"732","j","true","180","0","or","repetition","incongruent"
"634","f","false","0","0","mov","switch","congruent"
"531","j","false","180","180","mov","repetition","congruent"
"651","f","true","0","180","or","switch","incongruent"
"889","f","true","0","180","or","repetition","incongruent"
"610","j","true","180","0","or","repetition","incongruent"
"576","f","true","0","180","or","repetition","incongruent"
"666","j","false","180","0","mov","switch","incongruent"
"780","j","false","180","180","mov","repetition","congruent"
"564","f","false","0","180","mov","repetition","incongruent"
"609","j","true","0","0","or","switch","congruent"
