"rt","key_press","correct","coherent_movement_direction","coherent_orientation","task_type","task_transition","congruency"
"551","j","true","0","0","or","null","congruent"
"493","j","true","0","180","mov","switch","incongruent"
"531","f","true","180","180","mov","repetition","congruent"
"457","f","true","180","180","mov","repetition","congruent"
"522","j","false","0","180","or","switch","incongruent"
"559","j","true","0","0","mov","switch","congruent"
"499","f","true","180","180","or","switch","congruent"
"491","f","true","180","0","mov","switch","incongruent"
"529","f","true","180","180","mov","repetition","congruent"
"861","f","true","180","180","mov","repetition","congruent"
"516","j","true","0","180","mov","repetition","incongruent"
"506","f","true","180","0","mov","repetition","incongruent"
"529","j","true","0","0","mov","repetition","congruent"
"582","j","true","0","0","or","switch","congruent"
"656","j","true","0","0","or","repetition","congruent"
"456","f","true","180","180","or","repetition","congruent"
"909","f","true","180","180","or","repetition","congruent"
"611","j","false","0","180","or","repetition","incongruent"
"592","j","true","0","0","or","repetition","congruent"
"965","j","true","0","0","mov","switch","congruent"
"508","f","true","180","180","or","switch","congruent"
"538","j","true","0","0","or","repetition","congruent"
"522","f","true","180","0","mov","switch","incongruent"
"564","j","true","0","0","or","switch","congruent"
"538","f","true","180","0","mov","switch","incongruent"
"668","j","true","0","0","mov","repetition","congruent"
"810","j","false","0","180","or","switch","incongruent"
"498","f","true","180","180","mov","switch","congruent"
"644","f","true","180","0","mov","repetition","incongruent"
"515","j","true","0","0","or","switch","congruent"
"602","j","true","0","0","or","repetition","congruent"
"695","f","true","180","180","mov","switch","congruent"
"516","f","false","180","0","or","switch","incongruent"
"509","j","false","0","180","or","repetition","incongruent"
"524","f","false","180","0","or","repetition","incongruent"
"549","f","true","180","180","or","repetition","congruent"
"654","j","true","0","180","mov","switch","incongruent"
"1039","j","true","0","180","mov","repetition","incongruent"
"592","j","false","0","180","or","switch","incongruent"
"617","j","true","0","0","mov","switch","congruent"
"441","f","true","180","0","mov","repetition","incongruent"
"624","j","true","0","0","or","switch","congruent"
"594","j","false","0","180","or","repetition","incongruent"
"550","j","true","0","180","mov","switch","incongruent"
"613","j","true","0","180","mov","repetition","incongruent"
"612","j","true","0","180","mov","repetition","incongruent"
"419","f","false","180","0","or","switch","incongruent"
"533","f","true","180","180","mov","switch","congruent"
"646","j","true","0","180","mov","repetition","incongruent"
"514","f","true","180","180","or","switch","congruent"
"474","j","true","0","180","mov","switch","incongruent"
"467","j","false","0","180","or","switch","incongruent"
"439","f","false","180","0","or","repetition","incongruent"
"551","f","true","180","180","or","repetition","congruent"
"758","j","true","0","0","mov","switch","congruent"
"650","j","true","0","180","mov","repetition","incongruent"
"577","f","true","180","180","or","switch","congruent"
"670","f","false","180","0","or","repetition","incongruent"
"556","j","false","0","180","or","repetition","incongruent"
"522","j","true","0","0","mov","switch","congruent"
"583","j","false","0","180","or","switch","incongruent"
"507","f","true","180","180","mov","switch","congruent"
"618","f","true","180","180","or","switch","congruent"
"637","f","true","180","180","mov","switch","congruent"
"601","j","true","0","0","mov","repetition","congruent"
"702","f","true","180","0","mov","repetition","incongruent"
"514","j","true","0","0","or","switch","congruent"
"555","f","false","180","0","or","repetition","incongruent"
"616","j","false","0","180","or","repetition","incongruent"
"469","f","false","180","0","or","repetition","incongruent"
"558","f","true","180","0","mov","switch","incongruent"
"664","f","false","180","0","or","switch","incongruent"
"725","f","false","180","0","or","repetition","incongruent"
"555","j","true","0","0","or","repetition","congruent"
"549","f","false","180","0","or","repetition","incongruent"
"574","j","false","0","180","or","repetition","incongruent"
"454","f","true","180","180","mov","switch","congruent"
"565","j","true","0","0","mov","repetition","congruent"
"426","f","true","180","0","mov","repetition","incongruent"
"518","j","true","0","0","or","switch","congruent"
"1067","j","false","0","180","or","repetition","incongruent"
"480","f","true","180","180","mov","switch","congruent"
"523","f","true","180","180","or","switch","congruent"
"529","j","true","0","0","mov","switch","congruent"
"480","j","true","0","180","mov","repetition","incongruent"
"442","f","true","180","180","or","switch","congruent"
"505","f","false","180","0","or","repetition","incongruent"
"566","f","true","180","0","mov","switch","incongruent"
"512","f","true","180","180","or","switch","congruent"
"725","f","true","180","0","mov","switch","incongruent"
"576","j","true","0","0","mov","repetition","congruent"
"496","f","true","180","180","mov","repetition","congruent"
"627","f","true","180","0","mov","repetition","incongruent"
"566","j","true","0","180","mov","repetition","incongruent"
"550","f","false","180","0","or","switch","incongruent"
"721","j","true","0","0","mov","switch","congruent"
