"rt","key_press","correct","coherent_movement_direction","coherent_orientation","task_type","task_transition","congruency"
"1281","f","true","180","180","or","null","congruent"
"1396","j","true","180","0","or","repetition","incongruent"
"1905","f","true","0","180","or","repetition","incongruent"
"1102","f","true","180","180","or","repetition","congruent"
"788","j","true","0","180","mov","switch","incongruent"
"940","f","true","180","0","mov","repetition","incongruent"
"1160","j","true","0","0","or","switch","congruent"
"1055","f","true","180","180","mov","switch","congruent"
"879","j","true","0","0","mov","repetition","congruent"
"-1","","false","0","180","mov","repetition","incongruent"
"1715","j","true","180","0","or","switch","incongruent"
"2008","j","true","0","180","mov","switch","incongruent"
"951","j","true","0","0","mov","repetition","congruent"
"1103","j","true","0","0","mov","repetition","congruent"
"1032","j","true","0","0","mov","repetition","congruent"
"974","j","true","0","0","mov","repetition","congruent"
"1190","f","true","180","180","mov","repetition","congruent"
"661","j","true","0","0","mov","repetition","congruent"
"1077","j","true","180","0","or","switch","incongruent"
"1180","j","false","180","180","or","repetition","congruent"
"1615","f","true","0","180","or","repetition","incongruent"
"1097","j","true","0","0","or","repetition","congruent"
"982","f","true","180","180","mov","switch","congruent"
"1344","j","true","0","0","or","switch","congruent"
"1034","f","true","0","180","or","repetition","incongruent"
"1137","f","true","180","0","mov","switch","incongruent"
"-1","","false","0","180","or","switch","incongruent"
"897","f","true","180","180","mov","switch","congruent"
"1458","f","true","180","180","mov","repetition","congruent"
"999","f","true","180","180","mov","repetition","congruent"
"1319","f","true","0","180","or","switch","incongruent"
"1432","f","true","180","0","mov","switch","incongruent"
"1382","f","false","180","0","or","switch","incongruent"
"-1","","false","180","0","or","repetition","incongruent"
"624","j","true","0","0","mov","switch","congruent"
"1235","j","true","0","0","or","switch","congruent"
"-1","","false","180","0","or","repetition","incongruent"
"826","f","true","180","180","mov","switch","congruent"
"748","j","true","0","180","mov","repetition","incongruent"
"919","f","true","180","0","mov","repetition","incongruent"
"723","f","true","180","180","mov","repetition","congruent"
"1402","f","true","180","180","or","switch","congruent"
"954","j","true","0","0","mov","switch","congruent"
"954","j","false","0","180","or","switch","incongruent"
"1015","j","true","0","180","mov","switch","incongruent"
"739","j","true","0","0","mov","repetition","congruent"
"796","f","true","180","0","mov","repetition","incongruent"
"1579","f","true","0","180","or","switch","incongruent"
"910","j","true","0","0","mov","switch","congruent"
"836","j","true","0","180","mov","repetition","incongruent"
"851","j","true","0","0","or","switch","congruent"
"847","f","true","0","180","or","repetition","incongruent"
"993","j","true","0","180","mov","switch","incongruent"
"691","f","true","180","180","mov","repetition","congruent"
"764","f","true","180","180","or","switch","congruent"
"722","j","true","0","0","or","repetition","congruent"
"1096","j","true","180","0","or","repetition","incongruent"
"1139","j","true","180","0","or","repetition","incongruent"
"831","f","true","180","0","mov","switch","incongruent"
"936","f","true","180","180","or","switch","congruent"
"798","f","true","180","0","mov","switch","incongruent"
"677","j","true","0","0","mov","repetition","congruent"
"654","f","true","180","180","mov","repetition","congruent"
"901","f","true","180","180","or","switch","congruent"
"1514","f","false","180","0","or","repetition","incongruent"
"578","f","true","180","0","mov","switch","incongruent"
"848","j","true","180","0","or","switch","incongruent"
"882","f","true","180","180","or","repetition","congruent"
"744","j","true","0","0","or","repetition","congruent"
"665","f","true","180","0","mov","switch","incongruent"
"925","j","true","0","0","or","switch","congruent"
"836","j","true","180","0","or","repetition","incongruent"
"1190","j","true","0","0","mov","switch","congruent"
"1586","j","false","0","180","or","switch","incongruent"
"801","f","true","180","180","or","repetition","congruent"
"1039","f","true","0","180","or","repetition","incongruent"
"726","f","true","180","180","mov","switch","congruent"
"-1","","false","0","0","or","switch","congruent"
"651","j","false","0","180","or","repetition","incongruent"
"1288","j","false","0","180","or","repetition","incongruent"
"545","j","true","0","180","mov","switch","incongruent"
"785","f","true","180","0","mov","repetition","incongruent"
"1286","f","false","180","0","or","switch","incongruent"
"1028","f","true","180","180","or","repetition","congruent"
"1098","f","true","180","180","mov","switch","congruent"
"1122","j","true","0","0","or","switch","congruent"
"718","j","true","0","180","mov","switch","incongruent"
"1228","j","true","0","0","or","switch","congruent"
"913","f","true","180","180","or","repetition","congruent"
"733","j","true","0","180","mov","switch","incongruent"
"777","j","true","0","180","mov","repetition","incongruent"
"1401","f","true","180","0","mov","repetition","incongruent"
"1244","j","true","0","180","mov","repetition","incongruent"
"1246","j","true","0","0","or","switch","congruent"
"744","f","true","180","180","or","repetition","congruent"
"689","f","true","180","0","mov","switch","incongruent"
